"Species","Data","Parameter","Year","Cohort","Linf","K","t0","Level"
"POK","All Jackson BT 195 Monk Trawl data","Gear",NA,"No","154.003815883222","0.0672447247788229","-1.78183980452832","Jackson BT 195 Monk Trawl"
"POL","All Jackson BT 195 Monk Trawl data","Gear",NA,"No","100.739985538834","0.117409529128734","-1.91346565268291","Jackson BT 195 Monk Trawl"
"SOL","All Jackson BT 195 Monk Trawl data","Gear",NA,"No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"WHG","All Jackson BT 195 Monk Trawl data","Gear",NA,"No","50.7731875338023","0.26090049101762","-1.261590845333","Jackson BT 195 Monk Trawl"
"COD","All VIa data","Division",NA,"No","439.841416558618","0.0371039383132601","-0.835270912591833","VIa"
"COD","All VIIb data","Division",NA,"No",NA,NA,NA,"VIIb"
"COD","All VIIc data","Division",NA,"No",NA,NA,NA,"VIIc"
"COD","All VIIg data","Division",NA,"No","138.888397708744","0.234699599065713","0.126384531124135","VIIg"
"COD","All VIIh data","Division",NA,"No","108.966234930822","0.421221537343286","0.357990481838522","VIIh"
"COD","All VIIj data","Division",NA,"No",NA,NA,NA,"VIIj"
"HAD","All VIa data","Division",NA,"No","51.4715665075643","0.226163120569165","-1.23486237541273","VIa"
"HAD","All VIIb data","Division",NA,"No","56.4825667251309","0.23581762739165","-0.924673084907398","VIIb"
"HAD","All VIIc data","Division",NA,"No","72.4039640668969","0.265525522787529","-0.576285845324628","VIIc"
"HAD","All VIIg data","Division",NA,"No","82.7816125089718","0.212189532418817","-0.2771628853884","VIIg"
"HAD","All VIIh data","Division",NA,"No","77.9751660701741","0.304117614535961","-0.0647206990472139","VIIh"
"HAD","All VIIj data","Division",NA,"No","74.4403040971914","0.231370536059727","-0.376478371288031","VIIj"
"MEG","All VIa data","Division",NA,"No","57.4037114073404","0.0876396941128053","-3.63484302999629","VIa"
"MEG","All VIIb data","Division",NA,"No","55.6807365728036","0.109569391337318","-1.66281804897158","VIIb"
"MEG","All VIIc data","Division",NA,"No","60.2337325098017","0.081160006027588","-2.478189227959","VIIc"
"MEG","All VIIg data","Division",NA,"No","55.5973431454869","0.0982799111229922","-3.53531505977279","VIIg"
"MEG","All VIIh data","Division",NA,"No","64.0595601282824","0.0650570160922034","-4.62954592612409","VIIh"
"MEG","All VIIj data","Division",NA,"No","61.3695347069013","0.0827660633030187","-2.54947185059688","VIIj"
"MEG","All VIIk data","Division",NA,"No","58.9412248843997","0.0882830144634737","-2.24259323517626","VIIk"
"PLE","All VIa data","Division",NA,"No",NA,NA,NA,"VIa"
"PLE","All VIIb data","Division",NA,"No","37.5757451761754","0.168537780215438","-3.71085285506744","VIIb"
"PLE","All VIIg data","Division",NA,"No","64.8392619182531","0.0723343811031442","-4.41935686743568","VIIg"
"PLE","All VIIj data","Division",NA,"No","45.3002088062845","0.171309619365683","-2.06585637578101","VIIj"
"POK","All VIa data","Division",NA,"No","150.604267537738","0.0703031950832474","-1.68699672185238","VIa"
"POK","All VIIb data","Division",NA,"No",NA,NA,NA,"VIIb"
"POK","All VIIc data","Division",NA,"No",NA,NA,NA,"VIIc"
"POK","All VIIg data","Division",NA,"No",NA,NA,NA,"VIIg"
"POK","All VIIj data","Division",NA,"No","202.929277613928","0.0450706722879469","-2.7150838617083","VIIj"
"POK","All VIIk data","Division",NA,"No",NA,NA,NA,"VIIk"
"POL","All VIa data","Division",NA,"No","120.761753975943","0.0814701191490414","-2.58259571758743","VIa"
"POL","All VIIb data","Division",NA,"No","81.0599206511794","0.168671879775931","-1.41284632786482","VIIb"
"POL","All VIIc data","Division",NA,"No",NA,NA,NA,"VIIc"
"POL","All VIIg data","Division",NA,"No","64.8581671811216","0.610755371439895","1.40029233510108","VIIg"
"POL","All VIIj data","Division",NA,"No","97.0727978685805","0.140652223668007","-1.35804091331114","VIIj"
"SOL","All VIa data","Division",NA,"No",NA,NA,NA,"VIa"
"SOL","All VIIb data","Division",NA,"No","33.647745293536","1.21911709123655","3.97876370734938","VIIb"
"SOL","All VIIg data","Division",NA,"No","39.6502894800902","0.423350603685935","-0.338012330182974","VIIg"
"SOL","All VIIh data","Division",NA,"No","43.1498373061635","0.862857919274092","3.13742436737202","VIIh"
"SOL","All VIIj data","Division",NA,"No",NA,NA,NA,"VIIj"
"WHG","All VIa data","Division",NA,"No","52.19236420695","0.214122540605369","-1.68954194344339","VIa"
"WHG","All VIIb data","Division",NA,"No","44.125246315802","0.398217639556457","-0.699194171130547","VIIb"
"WHG","All VIIg data","Division",NA,"No",NA,NA,NA,"VIIg"
"WHG","All VIIh data","Division",NA,"No",NA,NA,NA,"VIIh"
"WHG","All VIIj data","Division",NA,"No",NA,NA,NA,"VIIj"
"COD","2016 data","None","2016","No",NA,NA,NA,NA
"COD","2017 data","None","2017","No","179.043947885043","0.110069563013193","-0.628004458490244",NA
"COD","2018 data","None","2018","No","140.345298687706","0.210857571394617","0.227604905299922",NA
"COD","2019 data","None","2019","No","74.8685582894214","0.498617365025797","-0.0422997840881057",NA
"COD","2020 data","None","2020","No",NA,NA,NA,NA
"COD","2021 data","None","2021","No","199.486562357661","0.109748857710256","-0.295767983444721",NA
"COD","2022 data","None","2022","No","302.703087030159","0.0687770489906261","-0.473493017064795",NA
"COD","2023 data","None","2023","No",NA,NA,NA,NA
"COD","2024 data","None","2024","No",NA,NA,NA,NA
"COD","2025 data","None","2025","No",NA,NA,NA,NA
"HAD","2016 data","None","2016","No","49.7521445626281","0.564159385304457","0.292493781261578",NA
"HAD","2017 data","None","2017","No","56.5205088482422","0.363432859459504","-0.158746085732628",NA
"HAD","2018 data","None","2018","No","57.1526012226168","0.284368004274242","-0.604441762452277",NA
"HAD","2019 data","None","2019","No","53.2775087664319","0.320809292466417","-0.654570146851155",NA
"HAD","2020 data","None","2020","No","49.7420446817308","0.551983478535696","0.231269534232709",NA
"HAD","2021 data","None","2021","No","48.8808400703539","0.444405065450562","-0.0542761587160063",NA
"HAD","2022 data","None","2022","No","54.013624487627","0.377785042881667","-0.175895316438918",NA
"HAD","2023 data","None","2023","No","55.4324172949795","0.337273694259435","-0.254603551276528",NA
"HAD","2024 data","None","2024","No","61.6559197681893","0.261180463578367","-0.484037609947876",NA
"HAD","2025 data","None","2025","No","62.8811372526008","0.188913786750484","-1.10822611940272",NA
"MEG","2016 data","None","2016","No","67.2982775569955","0.0685079028354364","-3.74234326719798",NA
"MEG","2017 data","None","2017","No","58.1035772120473","0.0875307771784997","-3.38009005686471",NA
"MEG","2018 data","None","2018","No","56.8045190234","0.0908928327319148","-3.60401222928077",NA
"MEG","2019 data","None","2019","No","52.9545117009364","0.112118031851912","-2.40591198823538",NA
"MEG","2020 data","None","2020","No","54.1699801398971","0.100937318748392","-3.14927815462399",NA
"MEG","2021 data","None","2021","No","53.259905195815","0.116754454027225","-1.89426053186801",NA
"MEG","2022 data","None","2022","No","49.4471286159951","0.142163627840474","-1.1565404311789",NA
"MEG","2023 data","None","2023","No","53.388353632675","0.114498825204086","-1.91078408864906",NA
"MEG","2024 data","None","2024","No","61.1341964983155","0.0928805852261163","-0.988801728160633",NA
"MEG","2025 data","None","2025","No","55.8203709781296","0.121561130798262","-0.509680487414575",NA
"PLE","2016 data","None","2016","No","37.3623477662348","0.155649495869412","-4.78568210923677",NA
"PLE","2017 data","None","2017","No",NA,NA,NA,NA
"PLE","2018 data","None","2018","No","38.7119133892807","0.116687124105401","-5.4173983255278",NA
"PLE","2019 data","None","2019","No",NA,NA,NA,NA
"PLE","2020 data","None","2020","No","34.5245249558921","0.254899608240454","-1.77200681249317",NA
"PLE","2021 data","None","2021","No","46.9233166894933","0.088524051655983","-5.38503410666177",NA
"PLE","2022 data","None","2022","No",NA,NA,NA,NA
"PLE","2023 data","None","2023","No",NA,NA,NA,NA
"PLE","2024 data","None","2024","No","48.981343395781","0.0889602929119362","-4.1251324807309",NA
"PLE","2025 data","None","2025","No",NA,NA,NA,NA
"POK","2016 data","None","2016","No","113.332112071807","0.150671023132389","-0.191714074493778",NA
"POK","2017 data","None","2017","No","205.511039622688","0.0470778830280687","-2.02262746199276",NA
"POK","2018 data","None","2018","No","105.315600031078","0.121645409772776","-1.20488069400106",NA
"POK","2019 data","None","2019","No","-46.9075999905882","-0.0639484016463969","-6.81558977947078",NA
"POK","2020 data","None","2020","No",NA,NA,NA,NA
"POK","2021 data","None","2021","No",NA,NA,NA,NA
"POK","2022 data","None","2022","No",NA,NA,NA,NA
"POK","2023 data","None","2023","No",NA,NA,NA,NA
"POK","2024 data","None","2024","No",NA,NA,NA,NA
"POK","2025 data","None","2025","No",NA,NA,NA,NA
"POL","2016 data","None","2016","No",NA,NA,NA,NA
"POL","2017 data","None","2017","No",NA,NA,NA,NA
"POL","2018 data","None","2018","No","74.8385871066996","0.246884060346452","-0.61399671784141",NA
"POL","2019 data","None","2019","No","96.4414791199591","0.151579815705123","-1.05403807959553",NA
"POL","2020 data","None","2020","No","69.5066653097152","0.37066913524061","0.660008690515843",NA
"POL","2021 data","None","2021","No","74.1737995563212","0.361174013629746","1.18582854485877",NA
"POL","2022 data","None","2022","No",NA,NA,NA,NA
"POL","2023 data","None","2023","No",NA,NA,NA,NA
"POL","2024 data","None","2024","No",NA,NA,NA,NA
"POL","2025 data","None","2025","No",NA,NA,NA,NA
"SOL","2016 data","None","2016","No",NA,NA,NA,NA
"SOL","2017 data","None","2017","No",NA,NA,NA,NA
"SOL","2018 data","None","2018","No",NA,NA,NA,NA
"SOL","2019 data","None","2019","No",NA,NA,NA,NA
"SOL","2020 data","None","2020","No",NA,NA,NA,NA
"SOL","2021 data","None","2021","No",NA,NA,NA,NA
"SOL","2022 data","None","2022","No","36.8223279886565","0.635681245292272","0.685280664317136",NA
"SOL","2023 data","None","2023","No",NA,NA,NA,NA
"SOL","2024 data","None","2024","No",NA,NA,NA,NA
"SOL","2025 data","None","2025","No",NA,NA,NA,NA
"WHG","2016 data","None","2016","No","46.3347038179132","0.525547668368345","-0.0462751283086124",NA
"WHG","2017 data","None","2017","No","48.8062403478491","0.381102502361504","-0.426731599501833",NA
"WHG","2018 data","None","2018","No","72.0084592777438","0.145275907547096","-1.30542827055838",NA
"WHG","2019 data","None","2019","No","48.2796753716283","0.235379791033479","-1.97571423912401",NA
"WHG","2020 data","None","2020","No","53.0121697410607","0.237895269454425","-1.54991825586829",NA
"WHG","2021 data","None","2021","No","50.9094056033965","0.291936450582763","-0.721097586572889",NA
"WHG","2022 data","None","2022","No","50.6544260427925","0.318947767405632","-0.688729612972451",NA
"WHG","2023 data","None","2023","No","52.0827588381751","0.226689125396547","-1.47600578805566",NA
"WHG","2024 data","None","2024","No","49.3416831480493","0.234052020429351","-1.28245949157924",NA
"WHG","2025 data","None","2025","No","45.5820167085098","0.265672963235263","-1.65572637128265",NA
"COD","2016 female data","Sex","2016","No",NA,NA,NA,"female"
"COD","2017 female data","Sex","2017","No","258.450250471955","0.0686602370615358","-0.83739100944662","female"
"COD","2018 female data","Sex","2018","No","127.086323378476","0.263830965188872","0.384492670599948","female"
"COD","2019 female data","Sex","2019","No","93.4662816302659","0.312442494680838","-0.244738181776487","female"
"COD","2020 female data","Sex","2020","No",NA,NA,NA,"female"
"COD","2021 female data","Sex","2021","No","122.832152905519","0.254136548297341","0.160816339406516","female"
"COD","2022 female data","Sex","2022","No",NA,NA,NA,"female"
"COD","2023 female data","Sex","2023","No","-1164.18737839515","-0.0145307315578474","-0.584192523753111","female"
"COD","2025 female data","Sex","2025","No",NA,NA,NA,"female"
"COD","2016 male data","Sex","2016","No","614.539240365744","0.0335833925246325","-0.171449502076563","male"
"COD","2017 male data","Sex","2017","No","184.631970704426","0.10349864824917","-0.607948998733723","male"
"COD","2018 male data","Sex","2018","No",NA,NA,NA,"male"
"COD","2019 male data","Sex","2019","No",NA,NA,NA,"male"
"COD","2020 male data","Sex","2020","No","-5.00666666666639","-0.28438717655493","-6.17353381935819","male"
"COD","2021 male data","Sex","2021","No","-0.835858585858461","-0.289588650722363","-11.6340849725175","male"
"COD","2022 male data","Sex","2022","No",NA,NA,NA,"male"
"COD","2023 male data","Sex","2023","No",NA,NA,NA,"male"
"COD","2024 male data","Sex","2024","No",NA,NA,NA,"male"
"COD","2025 male data","Sex","2025","No",NA,NA,NA,"male"
"HAD","2016 female data","Sex","2016","No","50.7558992694075","0.570469599706168","0.338484599806508","female"
"HAD","2017 female data","Sex","2017","No","57.1970404430059","0.344255716921865","-0.314856294657807","female"
"HAD","2018 female data","Sex","2018","No","54.6245430405935","0.336841515003477","-0.466610547462952","female"
"HAD","2019 female data","Sex","2019","No","52.2847151047643","0.357487634876491","-0.531979601528561","female"
"HAD","2020 female data","Sex","2020","No","51.0601182480986","0.591414381394669","0.377522160250785","female"
"HAD","2021 female data","Sex","2021","No","49.5465196465187","0.503553467992015","0.087290395076052","female"
"HAD","2022 female data","Sex","2022","No","55.0018168797153","0.395836201248532","-0.0702753593792217","female"
"HAD","2023 female data","Sex","2023","No","55.3304258771554","0.3672946465925","-0.181405013597996","female"
"HAD","2024 female data","Sex","2024","No","59.369908342603","0.28261158741017","-0.442431121078087","female"
"HAD","2025 female data","Sex","2025","No","71.9407736110612","0.143986433676752","-1.49554734867736","female"
"HAD","2016 male data","Sex","2016","No","46.4480060802237","0.597556368970342","0.2227670135957","male"
"HAD","2017 male data","Sex","2017","No","54.4035957327134","0.444290451691656","0.283048083266502","male"
"HAD","2018 male data","Sex","2018","No","65.512461025963","0.195314255708041","-0.933414319189898","male"
"HAD","2019 male data","Sex","2019","No","50.432717189448","0.346749490843443","-0.630347457618342","male"
"HAD","2020 male data","Sex","2020","No","46.2918414160506","0.552195088978978","0.112801923767926","male"
"HAD","2021 male data","Sex","2021","No","48.0049635140389","0.352717533493281","-0.380803074495485","male"
"HAD","2022 male data","Sex","2022","No","50.4954445809177","0.37544328320559","-0.334742406944884","male"
"HAD","2023 male data","Sex","2023","No","57.9707091925794","0.234703248135411","-0.856606540681788","male"
"HAD","2024 male data","Sex","2024","No","65.4931068038309","0.236390369852639","-0.497599890864592","male"
"HAD","2025 male data","Sex","2025","No","53.9573325990855","0.255776643118013","-0.779541731099523","male"
"MEG","2016 female data","Sex","2016","No","61.6727375576389","0.0809355038237214","-4.01080668721064","female"
"MEG","2017 female data","Sex","2017","No","53.1701007512547","0.118023824611967","-2.84416499492642","female"
"MEG","2018 female data","Sex","2018","No","54.3912813028457","0.101784257332888","-3.89486255982468","female"
"MEG","2019 female data","Sex","2019","No","52.1122918142871","0.123417499992982","-2.47832359039869","female"
"MEG","2020 female data","Sex","2020","No","52.000052683789","0.129164254023007","-2.44130558662282","female"
"MEG","2021 female data","Sex","2021","No","51.7037797963002","0.137774590818258","-1.77309034768289","female"
"MEG","2022 female data","Sex","2022","No","53.7498203573509","0.122191547706964","-1.74504230581767","female"
"MEG","2023 female data","Sex","2023","No","51.6513223928756","0.140061949090214","-1.5032826600164","female"
"MEG","2024 female data","Sex","2024","No","55.1187802443112","0.124005324811197","-0.568433304935837","female"
"MEG","2025 female data","Sex","2025","No","56.7106711725424","0.117896496217527","-1.03983152959128","female"
"MEG","2016 male data","Sex","2016","No","75.885352445071","0.0398463532125384","-5.24066699643961","male"
"MEG","2017 male data","Sex","2017","No","69.5532044618792","0.0425835605476998","-5.65886897876371","male"
"MEG","2018 male data","Sex","2018","No","39.3019870076967","0.160454761263551","-2.16049742837728","male"
"MEG","2019 male data","Sex","2019","No","49.9640198689697","0.0636135919221466","-6.09375200538667","male"
"MEG","2020 male data","Sex","2020","No","44.4673046448264","0.0915651752184386","-3.94079389447547","male"
"MEG","2021 male data","Sex","2021","No","42.9677688861706","0.11097263691937","-2.58097026374781","male"
"MEG","2022 male data","Sex","2022","No","43.4189975292306","0.0963549875323354","-3.40827729343328","male"
"MEG","2023 male data","Sex","2023","No","37.2479115809951","0.139225490159762","-2.80594530592843","male"
"MEG","2024 male data","Sex","2024","No","100.702620802538","0.0294884566520822","-3.81005248181011","male"
"MEG","2025 male data","Sex","2025","No","39.274977404213","0.155806652613464","-0.848561607703884","male"
"PLE","2016 female data","Sex","2016","No","35.5451046097257","0.231785578765365","-2.8821305711422","female"
"PLE","2017 female data","Sex","2017","No",NA,NA,NA,"female"
"PLE","2018 female data","Sex","2018","No","42.4262817736128","0.112296014169988","-4.66658395454294","female"
"PLE","2019 female data","Sex","2019","No",NA,NA,NA,"female"
"PLE","2020 female data","Sex","2020","No","37.22085734015","0.235737199654643","-1.56384292394114","female"
"PLE","2021 female data","Sex","2021","No","41.206371609526","0.156248169329993","-2.900177933315","female"
"PLE","2022 female data","Sex","2022","No",NA,NA,NA,"female"
"PLE","2023 female data","Sex","2023","No",NA,NA,NA,"female"
"PLE","2024 female data","Sex","2024","No","63.6580333787657","0.0602854175340032","-4.80226160765833","female"
"PLE","2025 female data","Sex","2025","No",NA,NA,NA,"female"
"PLE","2016 male data","Sex","2016","No","37.4588901022403","0.0774176049697506","-12.3152281631486","male"
"PLE","2017 male data","Sex","2017","No",NA,NA,NA,"male"
"PLE","2018 male data","Sex","2018","No","28.6023991497929","0.276937214319805","-3.46098998015049","male"
"PLE","2019 male data","Sex","2019","No","29.1040918569919","0.27302694970973","-3.04209649745887","male"
"PLE","2020 male data","Sex","2020","No","26.7132289453209","0.944862626276851","0.338746888952427","male"
"PLE","2021 male data","Sex","2021","No","27.8973957380233","0.457878065327492","-1.58103772855516","male"
"PLE","2022 male data","Sex","2022","No","28.779441192094","0.343076955880909","-2.17054106678007","male"
"PLE","2023 male data","Sex","2023","No",NA,NA,NA,"male"
"PLE","2024 male data","Sex","2024","No",NA,NA,NA,"male"
"PLE","2025 male data","Sex","2025","No",NA,NA,NA,"male"
"POK","2016 female data","Sex","2016","No","114.242063536536","0.153975066228967","-0.210957392830411","female"
"POK","2017 female data","Sex","2017","No",NA,NA,NA,"female"
"POK","2018 female data","Sex","2018","No","102.863272624449","0.135123343197988","-0.915703886803281","female"
"POK","2019 female data","Sex","2019","No",NA,NA,NA,"female"
"POK","2020 female data","Sex","2020","No",NA,NA,NA,"female"
"POK","2021 female data","Sex","2021","No",NA,NA,NA,"female"
"POK","2022 female data","Sex","2022","No",NA,NA,NA,"female"
"POK","2023 female data","Sex","2023","No","107.372764317408","0.120732430877297","-1.36634002433669","female"
"POK","2024 female data","Sex","2024","No",NA,NA,NA,"female"
"POK","2025 female data","Sex","2025","No",NA,NA,NA,"female"
"POK","2016 male data","Sex","2016","No","108.743968567365","0.165697074397037","0.0947457283458585","male"
"POK","2017 male data","Sex","2017","No","-952.767298198408","-0.00719237368206594","-3.16214164608183","male"
"POK","2018 male data","Sex","2018","No",NA,NA,NA,"male"
"POK","2019 male data","Sex","2019","No",NA,NA,NA,"male"
"POK","2020 male data","Sex","2020","No",NA,NA,NA,"male"
"POK","2021 male data","Sex","2021","No",NA,NA,NA,"male"
"POK","2022 male data","Sex","2022","No","59.8639595508445","0.369074356074201","-0.606607198464617","male"
"POK","2023 male data","Sex","2023","No",NA,NA,NA,"male"
"POK","2024 male data","Sex","2024","No",NA,NA,NA,"male"
"POK","2025 male data","Sex","2025","No","51.75","1.60943791243408","1.68659551756164","male"
"POL","2016 female data","Sex","2016","No","111.886750118186","0.135382926076267","-0.51268711616254","female"
"POL","2017 female data","Sex","2017","No",NA,NA,NA,"female"
"POL","2018 female data","Sex","2018","No","94.4365082576828","0.156034569191397","-1.10405541233297","female"
"POL","2019 female data","Sex","2019","No",NA,NA,NA,"female"
"POL","2020 female data","Sex","2020","No","101.277657395683","0.0962541886992052","-3.50348887530677","female"
"POL","2021 female data","Sex","2021","No","83.593028993567","0.285317832718983","1.26753037905858","female"
"POL","2022 female data","Sex","2022","No",NA,NA,NA,"female"
"POL","2023 female data","Sex","2023","No",NA,NA,NA,"female"
"POL","2024 female data","Sex","2024","No",NA,NA,NA,"female"
"POL","2016 male data","Sex","2016","No",NA,NA,NA,"male"
"POL","2017 male data","Sex","2017","No",NA,NA,NA,"male"
"POL","2018 male data","Sex","2018","No","78.5164169275134","0.133142933263945","-3.3918346353657","male"
"POL","2019 male data","Sex","2019","No","68.7282165381592","0.494751164763298","0.981431897204939","male"
"POL","2020 male data","Sex","2020","No","64.2350337034584","0.513393331575537","1.31935917919482","male"
"POL","2021 male data","Sex","2021","No","61.9085503056117","0.750062240707343","1.96896756079049","male"
"POL","2022 male data","Sex","2022","No","52.5127890588918","2.18593660432961","2.19374964404234","male"
"POL","2023 male data","Sex","2023","No",NA,NA,NA,"male"
"POL","2024 male data","Sex","2024","No",NA,NA,NA,"male"
"POL","2025 male data","Sex","2025","No",NA,NA,NA,"male"
"SOL","2016 female data","Sex","2016","No",NA,NA,NA,"female"
"SOL","2017 female data","Sex","2017","No",NA,NA,NA,"female"
"SOL","2018 female data","Sex","2018","No","38.9684892885451","0.156189462968832","-7.73192125169238","female"
"SOL","2019 female data","Sex","2019","No",NA,NA,NA,"female"
"SOL","2020 female data","Sex","2020","No",NA,NA,NA,"female"
"SOL","2021 female data","Sex","2021","No",NA,NA,NA,"female"
"SOL","2022 female data","Sex","2022","No",NA,NA,NA,"female"
"SOL","2023 female data","Sex","2023","No",NA,NA,NA,"female"
"SOL","2024 female data","Sex","2024","No",NA,NA,NA,"female"
"SOL","2025 female data","Sex","2025","No",NA,NA,NA,"female"
"SOL","2017 male data","Sex","2017","No",NA,NA,NA,"male"
"SOL","2018 male data","Sex","2018","No",NA,NA,NA,"male"
"SOL","2019 male data","Sex","2019","No",NA,NA,NA,"male"
"SOL","2020 male data","Sex","2020","No",NA,NA,NA,"male"
"SOL","2021 male data","Sex","2021","No",NA,NA,NA,"male"
"SOL","2022 male data","Sex","2022","No",NA,NA,NA,"male"
"SOL","2023 male data","Sex","2023","No",NA,NA,NA,"male"
"SOL","2024 male data","Sex","2024","No",NA,NA,NA,"male"
"SOL","2025 male data","Sex","2025","No",NA,NA,NA,"male"
"WHG","2016 female data","Sex","2016","No","49.2919458773331","0.481902471640578","-0.0772420784909309","female"
"WHG","2017 female data","Sex","2017","No","57.7787010942752","0.275786112024457","-0.756999284877898","female"
"WHG","2018 female data","Sex","2018","No","53.0910082798852","0.318788589302278","-0.380327498613961","female"
"WHG","2019 female data","Sex","2019","No","46.5908851410313","0.324884268407248","-1.30038429271909","female"
"WHG","2020 female data","Sex","2020","No","53.2888757742313","0.267774629176535","-1.25623344740587","female"
"WHG","2021 female data","Sex","2021","No","50.2389393304664","0.354100909682522","-0.464072150256983","female"
"WHG","2022 female data","Sex","2022","No",NA,NA,NA,"female"
"WHG","2023 female data","Sex","2023","No","51.9449059894271","0.273134244514653","-1.05499374464915","female"
"WHG","2024 female data","Sex","2024","No","47.8313616465456","0.302225178896862","-0.856622894108313","female"
"WHG","2025 female data","Sex","2025","No","44.9180036922554","0.326008194417412","-1.33630994893969","female"
"WHG","2016 male data","Sex","2016","No","38.2517661981231","0.640894788634413","-0.160616495587386","male"
"WHG","2017 male data","Sex","2017","No","42.0517423145031","0.426734144698623","-0.486481137282643","male"
"WHG","2018 male data","Sex","2018","No",NA,NA,NA,"male"
"WHG","2019 male data","Sex","2019","No","42.6527411879754","0.241941779939652","-2.41559742340608","male"
"WHG","2020 male data","Sex","2020","No","44.9521685181953","0.252566658254404","-1.94105806834273","male"
"WHG","2021 male data","Sex","2021","No","43.9995656545746","0.318543292055147","-0.916175057414658","male"
"WHG","2022 male data","Sex","2022","No","41.2542485292055","0.383565216475605","-0.894348162991352","male"
"WHG","2023 male data","Sex","2023","No","40.2283334326609","0.313434355496329","-1.64765332804493","male"
"WHG","2024 male data","Sex","2024","No","36.043067920431","0.437672171056066","-0.894510778273587","male"
"WHG","2025 male data","Sex","2025","No","40.1671233636979","0.303892976888302","-1.55013557153025","male"
"COD","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"COD","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No","179.043947885043","0.110069563013193","-0.628004458490244","Jackson BT 195 Monk Trawl"
"COD","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","140.345298687706","0.210857571394617","0.227604905299922","Jackson BT 195 Monk Trawl"
"COD","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No","74.8685582894214","0.498617365025797","-0.0422997840881057","Jackson BT 195 Monk Trawl"
"COD","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"COD","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No","199.486562357661","0.109748857710256","-0.295767983444721","Jackson BT 195 Monk Trawl"
"COD","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No","302.703087030159","0.0687770489906261","-0.473493017064795","Jackson BT 195 Monk Trawl"
"COD","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"COD","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"COD","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
